order_id,customer_id,date,product_category,amount,payment_method,shipping_state,returned,customer_age
419,101,2023-06-30,Electronics,22.24,Debit Card,NY,False,59.0
420,268,2023-06-19,Sports,26.65,Debit Card,NY,False,46.0
421,65,2023-12-22,Sports,12.65,Credit Card,PA,True,34.0
422,168,2023-07-10,Books,43.65,PayPal,TX,False,21.0
423,43,2023-06-04,Electronics,12.5,PayPal,PA,False,61.0
424,44,2023-07-07,Electronics,11.89,Debit Card,PA,False,62.0
425,285,2023-01-07,Electronics,29.35,Credit Card,CA,False,46.0
426,12,2023-05-13,Electronics,67.87,Cash,TX,False,21.0
427,95,2023-08-23,Clothing,13.66,Cash,CA,False,27.0
428,253,2023-02-14,Sports,65.71,Debit Card,IL,False,42.0
429,242,2023-11-10,Clothing,52.39,PayPal,OH,False,48.0
430,35,2023-09-06,Electronics,3.54,Credit Card,PA,False,20.0
431,215,2023-01-31,Electronics,38.03,PayPal,IL,False,64.0
432,90,2023-01-23,Electronics,13.06,Cash,TX,False,19.0
433,264,2023-06-09,Electronics,33.76,PayPal,PA,False,74.0
434,93,2023-12-29,Electronics,25.04,Cash,OH,False,42.0
435,90,2023-06-07,Electronics,107.14,Credit Card,IL,False,66.0
436,115,2023-02-08,Books,50.9,Credit Card,FL,True,23.0
437,105,2023-03-23,Sports,26.08,Debit Card,NY,False,43.0
438,196,2023-12-22,Clothing,39.98,Debit Card,PA,False,25.0
439,114,2023-09-15,Clothing,63.39,PayPal,OH,False,52.0
440,75,2023-07-25,Books,34.16,Credit Card,NY,False,44.0
441,217,2023-03-18,Electronics,100.88,Credit Card,CA,False,42.0
442,277,2023-01-12,Electronics,35.29,Debit Card,IL,False,35.0
443,249,2023-10-22,Books,44.57,Cash,CA,True,71.0
444,164,2023-08-12,Electronics,31.27,PayPal,OH,False,18.0
445,192,2023-01-13,Home,18.86,PayPal,PA,False,65.0
446,227,2023-02-15,Home,24.01,Debit Card,NY,False,56.0
447,177,2023-06-04,Clothing,32.55,Credit Card,NY,False,20.0
448,99,2023-04-23,Clothing,73.72,Debit Card,,False,72.0
449,36,2023-08-21,Books,83.25,Debit Card,PA,False,21.0
450,96,2023-01-17,Electronics,108.85,Debit Card,FL,False,58.0
451,152,2023-12-26,Electronics,18.45,Debit Card,FL,False,54.0
452,151,2023-08-11,Home,58.58,Cash,IL,False,68.0
453,190,2023-12-20,Clothing,76.62,Cash,PA,False,32.0
454,224,2023-07-07,Electronics,15.43,Credit Card,IL,False,25.0
455,37,2023-12-10,Books,36.95,Debit Card,PA,False,55.0
456,268,2023-12-31,Clothing,6.15,Cash,OH,False,67.0
457,183,2023-06-12,Books,53.8,Credit Card,OH,False,
458,13,2023-11-22,Books,82.5,Debit Card,CA,False,73.0
459,279,2023-03-15,Home,9.56,PayPal,IL,False,64.0
460,217,2023-08-21,Clothing,19.97,Cash,PA,False,43.0
461,286,2023-08-12,Sports,19.46,Credit Card,FL,False,56.0
462,273,2023-11-15,Electronics,14.66,PayPal,PA,False,27.0
463,62,2023-03-01,Home,37.14,Debit Card,OH,False,55.0
464,84,2023-12-01,Electronics,50.48,Debit Card,PA,False,31.0
465,217,2023-08-10,Clothing,56.4,Debit Card,IL,True,66.0
466,187,2023-02-06,Clothing,66.35,Cash,CA,False,58.0
467,19,2023-10-05,Sports,109.67,Credit Card,CA,False,36.0
468,177,2023-07-15,Sports,36.52,PayPal,,False,47.0
469,100,2023-12-18,Electronics,28.05,Credit Card,CA,False,22.0
470,233,2023-08-30,Electronics,107.69,Cash,OH,False,72.0
471,76,2023-11-20,Home,36.84,Credit Card,TX,True,48.0
472,265,2023-08-07,Clothing,23.88,Cash,IL,False,
473,284,2023-07-11,Electronics,90.72,Debit Card,,False,36.0
474,206,2023-01-17,Home,28.95,PayPal,IL,False,
475,223,2023-01-12,Clothing,55.7,Debit Card,TX,False,69.0
476,52,2023-07-12,Sports,22.94,Credit Card,CA,False,56.0
477,144,2023-01-22,Electronics,53.06,Debit Card,TX,False,41.0
478,69,2023-04-30,Clothing,56.96,PayPal,FL,False,51.0
479,99,2023-07-29,Clothing,90.59,Debit Card,FL,False,74.0
480,25,2023-11-02,Books,28.61,PayPal,OH,False,40.0
481,53,2023-09-27,Clothing,39.48,PayPal,IL,False,
482,151,2023-07-11,Home,47.5,Debit Card,IL,False,62.0
483,144,2023-06-24,Electronics,35.96,Cash,NY,True,57.0
484,57,2023-10-12,Books,19.33,Credit Card,OH,False,23.0
485,39,2023-07-23,Clothing,71.75,Cash,NY,False,55.0
486,109,2023-06-13,Electronics,38.16,Cash,FL,False,58.0
487,181,2023-09-08,Home,8.32,Debit Card,CA,False,53.0
488,42,2023-08-15,Electronics,12.81,Credit Card,TX,False,44.0
489,186,2023-01-07,Electronics,27.36,Credit Card,NY,False,28.0
490,223,2023-01-29,Books,22.64,Cash,,False,22.0
491,122,2023-02-02,Clothing,10.56,Debit Card,NY,False,74.0
492,133,2023-05-14,Home,13.56,Credit Card,CA,False,34.0
493,163,2023-03-20,Electronics,99.29,Cash,CA,False,69.0
494,215,2023-02-27,Books,69.63,Credit Card,IL,False,24.0
495,221,2023-01-26,Electronics,83.29,Debit Card,TX,False,44.0
496,235,2023-08-14,Clothing,97.19,Debit Card,CA,False,64.0
497,146,2023-10-12,Sports,27.24,Debit Card,OH,False,74.0
498,239,2023-01-04,Books,53.06,Credit Card,NY,False,32.0
499,76,2023-04-09,Clothing,3.42,PayPal,NY,False,63.0
500,9,2023-02-08,Clothing,50.63,Credit Card,FL,False,
501,74,2023-09-28,Books,18.24,PayPal,CA,False,28.0
502,253,2023-10-12,Clothing,23.27,Debit Card,PA,True,62.0
503,230,2023-06-06,Books,42.56,Cash,IL,False,
504,7,2023-03-16,Books,34.06,PayPal,TX,True,39.0
505,174,2023-10-15,Electronics,22.44,Debit Card,PA,False,45.0
506,141,2023-05-10,Electronics,23.41,Debit Card,IL,False,41.0
507,168,2023-06-24,Home,15.38,PayPal,NY,False,46.0
508,170,2023-03-25,Electronics,10.23,Cash,PA,False,26.0
509,283,2023-01-22,Electronics,9.62,Debit Card,IL,True,59.0
510,122,2023-01-27,Sports,60.6,PayPal,NY,False,21.0
511,194,2023-07-14,Home,28.53,Cash,NY,False,66.0
512,5,2023-12-03,Books,87.95,Cash,,False,
513,29,2023-08-24,Home,55.85,Debit Card,NY,False,73.0
514,165,2023-04-02,Home,46.14,Credit Card,OH,False,35.0
515,136,2023-01-21,Electronics,13.0,Credit Card,NY,False,60.0
516,145,2023-10-30,Clothing,12.73,Debit Card,FL,False,33.0
517,217,2023-12-23,Electronics,37.29,Cash,PA,False,50.0
518,132,2023-03-25,Clothing,35.36,Debit Card,IL,False,46.0
519,292,2023-09-19,Books,23.7,PayPal,FL,True,56.0
520,70,2023-05-27,Clothing,45.11,Credit Card,OH,False,27.0
521,252,2023-09-14,Clothing,42.28,PayPal,,False,26.0
522,275,2023-02-27,Clothing,36.79,Debit Card,CA,False,48.0
523,182,2023-01-15,Electronics,72.8,Debit Card,CA,False,45.0
524,167,2023-06-11,Clothing,105.99,Cash,CA,False,74.0
525,91,2023-06-12,Electronics,34.46,Cash,TX,False,20.0
526,202,2023-11-16,Electronics,27.14,Cash,CA,True,71.0
527,19,2023-10-08,Electronics,110.19,PayPal,IL,False,72.0
528,39,2023-10-07,Clothing,39.34,Cash,FL,True,
529,126,2023-01-12,Books,59.08,Debit Card,,False,42.0
530,173,2023-10-01,Electronics,18.06,Cash,PA,False,32.0
531,141,2023-09-28,Clothing,17.79,Credit Card,CA,False,19.0
532,242,2023-07-27,Home,27.32,Cash,OH,False,41.0
533,220,2023-01-27,Electronics,38.5,PayPal,TX,False,31.0
534,126,2023-03-13,Books,40.69,Credit Card,PA,False,65.0
535,58,2023-03-01,Clothing,24.8,Credit Card,OH,False,24.0
536,148,2023-05-25,Clothing,47.24,Credit Card,TX,False,53.0
537,1,2023-04-03,Home,44.53,PayPal,PA,False,67.0
538,190,2023-11-05,Electronics,93.57,Debit Card,FL,False,41.0
539,191,2023-01-08,Home,18.37,Cash,IL,False,44.0
540,117,2023-03-20,Clothing,56.96,Credit Card,NY,False,54.0
541,134,2023-01-27,Books,33.94,Credit Card,IL,False,55.0
542,58,2023-06-23,Electronics,22.66,Credit Card,CA,False,47.0
543,44,2023-02-19,Clothing,12.55,Debit Card,OH,False,44.0
544,173,2023-07-18,Home,39.38,Debit Card,NY,True,56.0
545,160,2023-12-15,Electronics,27.21,PayPal,TX,False,32.0
546,173,2023-06-30,Clothing,37.26,Debit Card,FL,False,43.0
547,149,2023-01-24,Home,11.15,Cash,FL,False,18.0
548,80,2023-11-12,Books,38.69,PayPal,TX,False,73.0
549,213,2023-02-15,Clothing,36.88,PayPal,CA,False,21.0
550,203,2023-01-15,Books,59.89,Cash,TX,False,46.0
551,252,2023-06-02,Sports,88.71,Cash,PA,False,74.0
552,229,2023-08-10,Books,45.92,Cash,OH,False,18.0
553,164,2023-07-25,Electronics,21.37,PayPal,OH,False,60.0
554,227,2023-09-30,Home,39.51,PayPal,CA,False,67.0
555,147,2023-08-24,Clothing,29.0,PayPal,NY,False,63.0
556,20,2023-12-06,Sports,45.03,Cash,TX,False,39.0
557,47,2023-08-16,Clothing,7.33,Cash,CA,False,28.0
558,233,2023-01-09,Electronics,70.17,Credit Card,OH,True,27.0
559,14,2023-06-15,Home,17.98,Debit Card,NY,False,34.0
560,143,2023-11-15,Clothing,17.27,Credit Card,TX,False,53.0
561,1,2023-08-02,Sports,35.34,Cash,FL,False,73.0
562,54,2023-04-27,Sports,28.9,PayPal,TX,False,64.0
563,259,2023-12-10,Home,45.06,Cash,IL,False,43.0
564,144,2023-03-13,Electronics,37.88,Debit Card,TX,True,65.0
565,12,2023-03-05,Home,62.88,Credit Card,IL,False,38.0
566,224,2023-07-24,Electronics,29.82,Credit Card,NY,False,
567,272,2023-07-28,Electronics,39.0,PayPal,TX,False,26.0
568,156,2023-03-13,Books,96.26,Credit Card,NY,False,28.0
569,8,2023-10-04,Electronics,18.23,Credit Card,NY,False,28.0
570,122,2023-10-01,Clothing,14.45,Cash,OH,False,23.0
571,164,2023-11-16,Sports,35.96,Credit Card,CA,True,18.0
572,90,2023-12-04,Clothing,7.5,Credit Card,NY,False,71.0
573,136,2023-04-05,Electronics,15.43,Credit Card,NY,False,23.0
574,186,2023-06-15,Sports,12.04,PayPal,OH,False,30.0
575,178,2023-02-01,Electronics,2.43,PayPal,OH,False,39.0
576,28,2023-01-11,Books,18.97,Cash,TX,False,73.0
577,220,2023-10-28,Sports,26.8,Credit Card,OH,False,48.0
578,41,2023-08-05,Sports,20.12,PayPal,TX,False,39.0
579,228,2023-10-16,Home,11.38,PayPal,FL,False,54.0
580,192,2023-04-12,Clothing,3.11,Cash,OH,False,64.0
581,145,2023-09-24,Electronics,24.1,Debit Card,CA,False,44.0
582,201,2023-08-02,Books,26.93,Credit Card,NY,False,67.0
583,212,2023-06-28,Books,7.03,PayPal,CA,False,69.0
584,220,2023-03-29,Clothing,23.74,Cash,IL,False,31.0
585,240,2023-02-10,Electronics,29.75,Cash,OH,True,64.0
586,46,2023-03-17,Electronics,38.85,Cash,NY,False,22.0
587,35,2023-02-15,Electronics,49.25,PayPal,CA,True,53.0
588,253,2023-06-09,Home,59.7,Credit Card,OH,False,49.0
589,82,2023-03-21,Clothing,17.94,Debit Card,OH,False,51.0
590,256,2023-11-06,Sports,18.94,Credit Card,FL,False,24.0
591,197,2023-03-27,Home,12.61,Cash,FL,False,59.0
592,10,2023-04-02,Electronics,29.06,Cash,NY,False,65.0
593,286,2023-05-28,Home,27.47,Debit Card,IL,False,27.0
594,242,2023-06-10,Clothing,2.08,Credit Card,FL,True,67.0
595,251,2023-07-21,Home,9.03,Cash,FL,True,34.0
596,5,2023-08-30,Home,30.7,Cash,IL,False,47.0
597,119,2023-12-19,Books,38.39,Credit Card,CA,False,38.0
598,289,2023-01-02,Books,12.84,Cash,FL,False,30.0
599,65,2023-08-13,Electronics,64.08,Credit Card,TX,False,18.0
600,146,2023-10-16,Electronics,71.01,Cash,PA,False,18.0
601,224,2023-08-21,Home,20.5,Credit Card,,False,64.0
602,239,2023-03-18,Electronics,27.86,Debit Card,FL,False,50.0
603,177,2023-04-26,Clothing,30.35,Cash,CA,False,55.0
604,267,2023-06-03,Electronics,40.91,Debit Card,OH,False,42.0
605,282,2023-04-13,Home,29.41,Cash,CA,False,43.0
606,63,2023-07-13,Electronics,32.67,Cash,NY,False,30.0
607,217,2023-06-15,Home,12.25,PayPal,TX,False,45.0
608,283,2023-12-25,Sports,16.45,Credit Card,CA,False,50.0
609,177,2023-03-31,Electronics,30.32,Debit Card,IL,False,54.0
610,98,2023-06-23,Electronics,33.75,Debit Card,TX,False,58.0
611,105,2023-05-02,Clothing,92.23,Debit Card,PA,False,47.0
612,99,2023-05-23,Books,45.11,Credit Card,TX,False,74.0
613,6,2023-04-16,Electronics,11.43,PayPal,IL,False,66.0
614,197,2023-11-01,Clothing,25.98,Debit Card,FL,True,65.0
615,133,2023-12-26,Electronics,24.64,Credit Card,IL,False,25.0
616,259,2023-11-13,Books,28.05,Cash,IL,False,66.0
617,23,2023-05-03,Clothing,37.13,Debit Card,FL,False,64.0
618,53,2023-01-09,Books,21.94,Debit Card,FL,True,73.0
619,165,2023-09-19,Sports,75.48,PayPal,FL,False,18.0
620,202,2023-03-14,Electronics,10.33,Debit Card,FL,False,29.0
621,83,2023-12-25,Books,30.3,Debit Card,FL,False,22.0
622,145,2023-08-11,Electronics,102.98,Cash,IL,False,41.0
623,85,2023-02-10,Books,19.19,Credit Card,NY,False,23.0
624,78,2023-07-23,Home,19.5,Credit Card,NY,False,
625,1,2023-09-21,Books,98.55,PayPal,CA,False,18.0
626,51,2023-11-24,Electronics,42.96,Cash,NY,False,42.0
627,173,2023-06-27,Electronics,31.35,Credit Card,PA,False,18.0
628,205,2023-12-14,Clothing,31.08,Cash,NY,False,49.0
629,260,2023-11-14,Clothing,69.68,Credit Card,IL,False,59.0
630,288,2023-03-25,Electronics,20.51,Cash,FL,False,59.0
631,34,2023-11-14,Clothing,9.84,PayPal,FL,False,20.0
632,95,2023-04-21,Electronics,10.54,Debit Card,OH,True,66.0
633,72,2023-09-08,Clothing,41.85,PayPal,OH,True,36.0
634,39,2023-01-07,Books,16.63,Credit Card,OH,False,60.0
635,154,2023-03-25,Clothing,37.17,PayPal,IL,True,46.0
636,250,2023-07-27,Electronics,11.86,Debit Card,PA,False,67.0
637,162,2023-11-10,Clothing,46.93,PayPal,NY,False,19.0
638,118,2023-01-22,Electronics,121.12,Credit Card,IL,False,26.0
639,259,2023-01-03,Sports,40.09,Credit Card,CA,False,
640,268,2023-05-07,Electronics,0.45,PayPal,FL,False,34.0
641,54,2023-10-24,Home,76.73,Debit Card,OH,False,63.0
642,236,2023-07-07,Sports,18.28,PayPal,TX,False,53.0
643,222,2023-12-28,Books,6.01,Debit Card,CA,False,
644,251,2023-01-14,Home,3.39,Cash,OH,False,66.0
645,112,2023-01-12,Books,130.17,Debit Card,PA,False,29.0
646,255,2023-03-28,Sports,33.62,Cash,CA,False,37.0
647,207,2023-01-12,Home,19.06,PayPal,IL,False,67.0
648,229,2023-01-25,Home,24.19,Debit Card,NY,True,20.0
649,66,2023-10-28,Home,6.14,Cash,FL,False,
650,75,2023-08-31,Clothing,37.63,Cash,PA,False,74.0
651,103,2023-05-02,Home,49.73,Cash,PA,False,67.0
652,192,2023-05-27,Clothing,12.13,Credit Card,TX,False,21.0
653,252,2023-02-24,Electronics,41.2,PayPal,CA,False,
654,226,2023-08-26,Electronics,148.29,Cash,TX,False,67.0
655,294,2023-12-22,Electronics,54.29,Debit Card,NY,False,54.0
656,98,2023-06-22,Electronics,31.92,Cash,OH,False,63.0
657,286,2023-08-09,Electronics,10.33,Credit Card,NY,False,59.0
658,249,2023-04-29,Home,57.27,PayPal,OH,False,32.0
659,166,2023-11-05,Electronics,43.83,Credit Card,,False,50.0
660,30,2023-07-02,Books,18.42,Credit Card,FL,False,33.0
661,247,2023-10-15,Electronics,43.74,Credit Card,NY,False,28.0
662,106,2023-11-03,Electronics,10.54,Debit Card,TX,False,72.0
663,51,2023-10-27,Home,35.41,PayPal,CA,False,37.0
664,81,2023-03-23,Home,26.09,PayPal,TX,False,55.0
665,133,2023-07-30,Electronics,90.47,Debit Card,TX,False,41.0
666,285,2023-05-30,Books,30.93,PayPal,IL,False,71.0
667,138,2023-02-06,Books,134.57,Credit Card,NY,False,33.0
668,184,2023-12-18,Clothing,30.15,PayPal,FL,False,47.0
669,273,2023-11-08,Clothing,44.31,Debit Card,FL,False,51.0
670,69,2023-12-27,Sports,78.58,Credit Card,IL,False,18.0
671,34,2023-02-28,Home,55.48,Debit Card,OH,False,41.0
672,262,2023-05-11,Clothing,3.16,Cash,PA,False,41.0
673,53,2023-07-21,Books,44.02,Credit Card,OH,False,26.0
674,205,2023-08-31,Electronics,42.03,Credit Card,FL,True,39.0
675,126,2023-02-04,Clothing,6.81,PayPal,TX,False,29.0
676,235,2023-04-03,Electronics,61.38,Credit Card,IL,False,34.0
677,43,2023-07-26,Books,7.3,Debit Card,CA,False,42.0
678,240,2023-12-19,Home,48.22,PayPal,NY,False,45.0
679,111,2023-11-28,Home,27.9,Cash,NY,False,32.0
680,249,2023-11-01,Electronics,49.43,Debit Card,NY,False,47.0
681,151,2023-12-16,Electronics,35.61,Cash,TX,False,68.0
682,183,2023-08-01,Clothing,28.1,Cash,CA,False,44.0
683,95,2023-06-08,Home,31.23,Cash,IL,False,39.0
684,8,2023-01-24,Clothing,9.24,Credit Card,IL,False,27.0
685,184,2023-10-20,Electronics,63.28,Debit Card,NY,False,
686,281,2023-01-04,Books,11.56,Debit Card,CA,False,44.0
687,195,2023-08-08,Electronics,38.14,Credit Card,CA,False,29.0
688,195,2023-12-30,Sports,36.61,PayPal,CA,False,63.0
689,155,2023-01-20,Electronics,63.35,Cash,FL,False,48.0
690,93,2023-06-01,Home,21.24,Debit Card,FL,False,49.0
691,160,2023-02-19,Electronics,9.26,Credit Card,NY,False,
692,61,2023-06-26,Sports,31.67,Cash,CA,False,58.0
693,122,2023-04-06,Clothing,42.54,PayPal,PA,False,62.0
694,51,2023-04-15,Electronics,31.05,PayPal,CA,False,52.0
695,277,2023-09-07,Clothing,65.47,Cash,IL,False,70.0
696,5,2023-04-27,Electronics,30.3,PayPal,IL,False,63.0
697,92,2023-12-20,Electronics,3.73,Debit Card,NY,False,38.0
698,170,2023-08-16,Sports,13.8,Debit Card,PA,False,27.0
699,22,2023-03-07,Clothing,85.01,Debit Card,CA,False,33.0
700,1,2023-12-01,Books,38.47,PayPal,OH,False,24.0
701,133,2023-09-19,Home,13.71,Debit Card,PA,False,21.0
702,233,2023-10-22,Home,36.47,Credit Card,NY,False,44.0
703,12,2023-08-31,Electronics,29.1,Debit Card,IL,False,69.0
704,46,2023-07-05,Electronics,31.3,Debit Card,OH,False,72.0
705,34,2023-09-03,Books,4.07,PayPal,IL,False,42.0
706,78,2023-05-05,Sports,41.1,Debit Card,FL,False,48.0
707,218,2023-09-25,Electronics,7.64,Cash,NY,False,28.0
708,73,2023-05-11,Electronics,12.81,Credit Card,NY,False,65.0
709,282,2023-08-25,Clothing,14.17,PayPal,CA,False,37.0
710,249,2023-01-18,Sports,17.46,Credit Card,CA,False,53.0
711,47,2023-02-09,Electronics,32.19,Cash,FL,False,
712,121,2023-01-21,Clothing,34.39,PayPal,OH,False,71.0
713,214,2023-08-13,Books,56.93,PayPal,TX,False,72.0
714,239,2023-12-21,Electronics,98.78,Debit Card,PA,False,34.0
715,56,2023-10-09,Electronics,70.12,Credit Card,TX,False,62.0
716,107,2023-01-08,Home,12.19,Cash,TX,False,28.0
717,48,2023-04-10,Sports,36.96,Cash,NY,False,47.0
718,61,2023-08-28,Electronics,66.83,PayPal,PA,False,52.0
719,26,2023-03-28,Clothing,56.66,Debit Card,NY,False,58.0
720,292,2023-10-25,Clothing,100.78,PayPal,PA,False,55.0
721,257,2023-01-14,Clothing,39.37,PayPal,IL,False,39.0
722,8,2023-11-30,Home,21.73,PayPal,NY,False,70.0
723,113,2023-01-02,Clothing,61.26,PayPal,NY,False,60.0
724,253,2023-10-20,Clothing,38.86,Cash,NY,False,65.0
725,180,2023-11-21,Clothing,47.88,Cash,OH,False,68.0
726,207,2023-02-10,Home,85.77,PayPal,FL,False,44.0
727,127,2023-11-14,Clothing,40.2,PayPal,NY,False,54.0
728,56,2023-11-12,Books,69.16,Debit Card,CA,False,63.0
729,214,2023-04-21,Electronics,21.6,PayPal,CA,False,66.0
730,14,2023-01-14,Books,13.92,Cash,PA,False,52.0
731,28,2023-08-19,Books,33.29,Credit Card,IL,False,21.0
732,78,2023-03-25,Electronics,29.94,Cash,FL,False,33.0
733,216,2023-05-10,Clothing,68.89,Debit Card,,False,33.0
734,154,2023-08-19,Clothing,89.66,Cash,PA,True,38.0
735,14,2023-11-22,Electronics,88.08,Credit Card,CA,False,43.0
736,187,2023-05-25,Clothing,2.34,PayPal,FL,False,74.0
737,7,2023-12-11,Electronics,11.04,Credit Card,FL,False,53.0
738,3,2023-01-28,Electronics,21.63,PayPal,IL,False,36.0
739,111,2023-03-07,Books,22.17,PayPal,FL,False,34.0
740,238,2023-06-12,Electronics,16.03,Cash,NY,False,62.0
741,239,2023-08-17,Books,21.95,Cash,FL,False,43.0
742,274,2023-09-18,Clothing,89.03,Cash,IL,False,39.0
743,294,2023-06-13,Books,62.72,Debit Card,PA,False,72.0
744,227,2023-10-28,Home,17.15,Cash,IL,False,73.0
745,15,2023-10-30,Electronics,27.03,Debit Card,,False,45.0
746,192,2023-10-14,Home,40.88,Cash,IL,True,
747,119,2023-01-10,Electronics,4.68,PayPal,CA,False,61.0
748,28,2023-07-14,Clothing,26.84,Debit Card,NY,False,53.0
749,202,2023-04-28,Sports,26.41,Credit Card,CA,False,60.0
750,39,2023-09-27,Electronics,25.64,Debit Card,,True,54.0
751,273,2023-03-21,Clothing,63.73,Debit Card,TX,False,19.0
752,231,2023-04-03,Home,25.55,Credit Card,PA,False,34.0
753,86,2023-09-23,Books,3.92,Debit Card,NY,False,57.0
754,126,2023-11-28,Home,67.54,PayPal,FL,False,
755,25,2023-12-16,Electronics,19.16,Cash,IL,False,38.0
756,145,2023-12-27,Home,14.11,Credit Card,TX,False,26.0
757,13,2023-09-14,Electronics,19.91,Cash,NY,False,30.0
758,212,2023-05-13,Home,91.09,PayPal,CA,False,28.0
759,25,2023-10-03,Sports,6.92,Credit Card,IL,False,33.0
760,68,2023-09-21,Home,44.72,Cash,PA,False,33.0
761,67,2023-06-20,Books,22.23,Cash,CA,False,19.0
762,233,2023-01-01,Electronics,43.54,PayPal,NY,False,59.0
763,109,2023-11-09,Home,7.93,Cash,NY,False,61.0
764,146,2023-03-05,Books,27.96,PayPal,PA,False,25.0
765,111,2023-10-11,Electronics,26.96,Debit Card,TX,False,60.0
766,228,2023-05-01,Books,26.96,PayPal,PA,False,59.0
767,111,2023-04-17,Electronics,9.07,Debit Card,FL,False,30.0
768,34,2023-06-24,Home,17.22,Credit Card,CA,False,74.0
769,111,2023-07-23,Books,33.5,Cash,TX,False,34.0
770,264,2023-06-14,Home,1.71,PayPal,IL,False,56.0
771,236,2023-11-01,Electronics,7.57,PayPal,OH,False,41.0
772,83,2023-04-30,Home,30.55,Cash,FL,False,
773,42,2023-02-13,Clothing,36.56,Cash,TX,False,47.0
774,101,2023-11-08,Sports,23.85,Credit Card,OH,False,69.0
775,6,2023-06-05,Clothing,32.86,Credit Card,OH,False,30.0
776,180,2023-07-26,Clothing,18.52,PayPal,CA,False,36.0
777,282,2023-04-18,Home,62.98,Credit Card,NY,False,24.0
778,226,2023-09-08,Clothing,85.71,Debit Card,IL,False,26.0
779,229,2023-11-30,Home,8.24,Credit Card,PA,False,36.0
780,289,2023-05-10,Home,15.71,Credit Card,CA,False,62.0
781,150,2023-10-20,Books,59.06,PayPal,FL,False,71.0
782,277,2023-01-20,Home,25.22,Debit Card,OH,True,57.0
783,198,2023-10-09,Clothing,50.49,Credit Card,FL,False,39.0
784,70,2023-10-12,Electronics,166.74,Debit Card,OH,False,35.0
785,112,2023-01-01,Electronics,21.73,Debit Card,NY,False,40.0
786,4,2023-04-29,Electronics,25.68,Debit Card,NY,False,19.0
787,95,2023-02-04,Electronics,1.05,Cash,IL,False,67.0
788,152,2023-07-17,Home,81.82,Cash,PA,False,
789,137,2023-09-02,Home,52.92,Cash,IL,False,28.0
790,247,2023-02-28,Clothing,56.51,Cash,NY,False,48.0
791,243,2023-11-21,Books,37.61,PayPal,NY,False,50.0
792,31,2023-06-10,Sports,24.72,Credit Card,FL,False,31.0
793,40,2023-06-28,Books,65.18,Cash,,False,33.0
794,229,2023-07-25,Home,10.9,PayPal,TX,False,28.0
795,36,2023-01-12,Clothing,72.61,Credit Card,OH,False,50.0
796,223,2023-10-03,Clothing,17.84,Cash,CA,False,24.0
797,6,2023-06-30,Electronics,25.05,Credit Card,NY,False,48.0
798,220,2023-08-30,Clothing,34.87,Cash,IL,True,65.0
799,75,2023-08-04,Sports,34.7,PayPal,PA,False,
800,4,2023-09-08,Books,47.68,Debit Card,OH,False,64.0
801,134,2023-10-26,Electronics,9.94,Debit Card,OH,False,31.0
802,118,2023-05-06,Clothing,32.38,Credit Card,PA,False,45.0
803,94,2023-08-05,Books,44.89,PayPal,PA,False,70.0
804,62,2023-11-02,Electronics,9.25,Debit Card,OH,False,60.0
805,194,2023-10-12,Clothing,25.66,Cash,TX,False,33.0
806,203,2023-07-04,Books,86.39,Debit Card,IL,False,36.0
807,26,2023-02-08,Clothing,22.77,Credit Card,TX,False,34.0
808,173,2023-08-11,Electronics,62.69,Credit Card,NY,True,43.0
809,133,2023-07-03,Clothing,31.38,PayPal,CA,False,23.0
810,118,2023-06-27,Books,102.47,Credit Card,,False,60.0
811,275,2023-10-21,Home,29.13,Debit Card,IL,False,66.0
812,212,2023-12-06,Electronics,34.37,Debit Card,PA,False,26.0
813,225,2023-05-31,Clothing,63.9,Debit Card,TX,False,67.0
814,20,2023-05-06,Clothing,14.76,Debit Card,FL,False,34.0
815,113,2023-10-28,Home,21.04,PayPal,,True,48.0
816,140,2023-11-04,Books,120.9,Cash,CA,False,29.0
817,47,2023-12-02,Electronics,18.9,Cash,NY,False,40.0
818,1,2023-08-22,Books,36.09,PayPal,FL,False,71.0
819,90,2023-01-08,Electronics,48.26,Credit Card,CA,False,71.0
820,142,2023-12-07,Clothing,95.65,Cash,FL,False,22.0
821,38,2023-05-09,Electronics,5.46,Credit Card,NY,False,60.0
822,293,2023-09-21,Clothing,12.3,Cash,TX,False,53.0
823,139,2023-06-06,Clothing,56.16,Credit Card,OH,False,53.0
824,259,2023-12-18,Clothing,97.11,PayPal,NY,False,20.0
825,161,2023-12-24,Electronics,56.44,Debit Card,NY,False,41.0
826,178,2023-01-05,Home,10.7,Credit Card,NY,False,72.0
827,10,2023-03-27,Electronics,21.31,Debit Card,IL,False,74.0
828,261,2023-06-24,Books,55.45,Credit Card,FL,False,34.0
829,138,2023-10-17,Sports,13.01,Credit Card,FL,False,56.0
830,172,2023-07-12,Clothing,76.09,Credit Card,PA,False,43.0
831,13,2023-11-07,Clothing,34.93,Credit Card,FL,False,21.0
832,168,2023-04-29,Clothing,8.6,Credit Card,PA,False,72.0
833,130,2023-08-06,Electronics,50.98,Debit Card,IL,False,
834,84,2023-04-24,Clothing,27.03,Credit Card,TX,False,29.0
835,101,2023-05-25,Books,20.95,Debit Card,PA,False,18.0
836,273,2023-01-26,Home,13.98,PayPal,NY,False,38.0
837,265,2023-05-16,Electronics,25.85,Cash,TX,False,36.0
838,38,2023-10-30,Books,28.47,Credit Card,OH,False,38.0
